1445866625	愛Dee (Cover ft. Renna)	Ikon	Covers		ff38e4c1-a891-489f-a2ef-9c538417fc8b	
1445848627	Sync	llll	Faithful		d83f7119-aab7-4092-b834-643e0fca9855	
1445848188	泣ヶ原	the GazettE	DIM	12306c1b-a046-444b-9c41-85d9d0b7005f	8d4c13de-6e61-4a8e-ac4d-d0e1996bcef8	a54a4387-263e-4799-ba7e-02a2dda3d08c
1445847751	Willing Well I: Fuel For The Feeding End	Coheed and Cambria	Good Apollo I'm Burning Star IV, Vol. 1: From Fear Through the Eyes of Madness		ae1b47d5-5128-431c-9d30-e08fd90e0767	
1445847542	498	Buhar Jerreau	Завтрак EP			
1445847327	ピンク スパイダー	倖田來未	Color The Cover	caf05840-38ac-47c8-bb1f-0af182694a34	455641ea-fff4-49f6-8fb4-49f961d8f1ac	cb8353e2-6073-48a7-8600-f9281c03f2a3
1445847107	Mother (Cover)	Horizon	One Year Older		e911f20b-a787-4f57-b4d3-f9724b27859c	
1445846834	Drink It Down (PV)	L'Arc~en~Ciel	KISS			
1445846599	Standing Still (Cover)	peuyeumus	Covers			
1445846314	kimi no mahou	Kra	Yell		f46bf937-746e-45ba-83e1-2cdcf26623aa	fa1d77b8-ca9f-4afe-aced-6b8be81cf34d
1445846090	Say It Right	Nelly Furtado	Loose	6d686008-0c04-4f58-a55f-99be851b2e73	13655113-cd16-4b43-9dca-cadbbf26ee05	bc8e84c6-c841-321c-ba2a-3dec63126872
1445845808	Turn Your Light On	青山テルマ	Lonely Angel	995f7ffa-03ea-49fc-ae0e-6df1cfff37f0	533a5987-768f-4892-9ee2-eb0b2a747507	878fbbe2-af2d-4b65-a6c6-de4898d38ee1
1445845609	Earth Intruders	Björk	Volta	7f97f115-4ec0-4484-83c1-3e6877f99ad5	87c5dedd-371d-4a53-9f7f-80522fb7f3cb	a4ce1772-9009-4720-8adc-6259b5cd387c
1445845382	We Are the Champions	Green Day	Reading Festival LIve	cf3a2fb3-82ff-4b89-87df-f411b96e9d64	084308bd-1654-436f-ba03-df6697104e19	
1445845193	Gotta Get Thru This (Live)	Daniel Bedingfield	Live		9169bdc6-5725-45ec-bba5-e9df75dbe8cc	
1445844952	HEY BAD BOY	Tommy february6	Tommy february6			
1445844692	swap	印象派	Swap	e5f1b22a-2ff3-40e0-9e98-3e78086bfa93	aaa9f823-4e16-4792-a79d-26e3f20fcafd	
1445844505	歪LOVE	Charisma.com	アイ アイ シンドローム	0301d929-c438-41e9-84da-ad1026b4d27a	7ae0f2f5-cf9d-4206-b8f9-3f55586012ba	132453ba-f3b4-4146-b10c-c2a95785af6f
1445844220	a swell in the sun	L'Arc~en~Ciel	Ray			
1445843967	I Just Can't Stop Loving You [ft Siedah Garrett]	Michael Jackson	This IS IT [Disc 1]		f27ec8db-af05-4f36-916e-3d57f91ecf5e	
1445843755	Survival	Colin Lingren	Beauti			
1445843518	Enjoy	Björk	Post	a9ada374-1f00-4780-8cfc-340c0ace8031	87c5dedd-371d-4a53-9f7f-80522fb7f3cb	720ab4d5-085a-32d7-ba6a-a52d17b95af8
1445843320	Unravel	Björk	Homogenic		87c5dedd-371d-4a53-9f7f-80522fb7f3cb	7a2ad97a-55e9-48a4-953b-45ddc10f7f0f
1445843070	Bright red garden	ViViD	PRECIOUS	310aebec-9bad-40e0-a484-8d4d05e07ce7	d400e554-a4ce-4673-b40d-5842d0f37fcf	6ebf3917-bb70-4f21-a8f9-8254e73ae88a
1445842833	蜷局	DIR EN GREY	Uroboros	fcbaa75c-6bbd-475c-b1ca-dc4deb5e3bc7	ab309b83-904f-4e2c-8d11-a0223bba51f9	fb296c28-e379-4405-9bb4-c24793685c6c
1445842544	Poster of a Girl	Metric	Live It Out	bf49087d-e1fa-4221-b0fa-b96782f9171f	4449ccf6-c948-4d33-aa97-b6ad98ce4b5b	aa23e497-2499-4e36-9d33-100b439f5aff
1445842211	MOTHER/FATHER	KAT-TUN	KAT-TUN Ⅲ -QUEEN OF PIRATES-	36e7c313-84ec-49db-aedc-6b27b2459d37	d52fa20a-b8ab-464b-aa6c-fb2c6ada8cb8	8376d6b0-7c63-47db-b741-ce38c64fcdd8
1445841966	Now That You're Near	Hillsong	Christian	793514c4-0573-441e-9d20-d095de2adf04	dabaab7a-e807-435e-b2d7-1403fcdc0671	
1445841746	Hime	雅-MIYAVI-	Fuminshou no Nemurihime		63ba8239-cac4-402c-bef6-f26da4881da4	
1445841529	Lacrymosa	Evanescence	The Open Door	ec2bfed9-5d09-4373-9144-fb065d01b1d1	f4a31f0a-51dd-4fa7-986d-3095c40c5ed9	b0a43312-26f6-46e1-b751-f24f54413e9f
1445841308	NO MUSIC NO REASON	ギルガメッシュ	『NOW』 Super Limited Version	b96b9351-a84d-43a0-ad17-500dac6c3b2f	658f8795-2e39-40aa-9b5a-5050573f5cb3	
1445841108	Pieces Mended	The Used	The Used	73e4504f-0732-4b4f-bea2-10d34468a6f6	d48efc70-03a6-4877-9efd-477bf8e4f769	a377fe7f-07d0-3f07-b15f-26ac43f11a2c
1445840959	Kimi he no Long Pass	Susumu Ueda	One Litre of Tears OST			
1445840736	Energetic	Boa	BoA	ed9d3d10-4ccd-4c69-a95d-5108e514bef4	a16d1433-ba89-4f72-a47b-a370add0bb55	975d3bd1-3a6e-4848-8e5b-d8e810d68c03
1445840485	慟哭と去りぬ	DIR EN GREY	Uroboros	76a72bd5-fc5b-4ca6-9541-12c4c9a5b924	ab309b83-904f-4e2c-8d11-a0223bba51f9	fb296c28-e379-4405-9bb4-c24793685c6c
1445840154	HURRY GO ROUND	hide with Spread Beaver	Ja, Zoo	a2b1e615-b416-42e9-88eb-99979904540b	e6da0f1b-090e-42c8-9666-69ce8af84548	6498baed-f4f6-4b91-860b-2e3abf6e0df5
1445839832	真実と幻想と	L'Arc~en~Ciel	Ark			
1445839543	Vi-Vi-Vi	Sug	n0iZ stAr	47fa8202-e8f2-4924-a9c8-fe3e6a1c296e	1d94218c-1531-4b93-8c2d-1f6b1a2ace50	fce1d4d9-67ab-417d-89e5-c7c106243f77
